SPECIMEN #,SPECIES,SUBSPECIES,SEX,SKULL LENGTH,CRANIAL WIDTH,NEUROCR HT,FACIAL HEIGHT,PALATE LENGTH,PALATE WIDTH,COMMENTS
USNM 598485,Lophocebus albigena,albigena,F,118.77,59.13,55.59,51.19,47.02,36.78,
USNM 199286,Macaca arctoides,,M,141.31,69.11,57.76,68.06,55.67,43.70,
USNM 396930,Macaca arctoides,,M,127.77,63.78,54.25,55.24,48.78,42.68,
USNM 399110,Macaca cyclopis,,M,116.08,60.86,55.53,53.39,45.95,36.51,
USNM 308718,Macaca cyclopis,,F,110.58,51.98,48.37,49.74,43.68,32.32,
USNM 296794,Macaca cyclopis,,F,107.65,57.45,49.75,55.61,41.23,32.94,
USNM 399111,Macaca cyclopis,,M,131.14,63.90,57.68,63.33,56.10,38.70,
USNM 358612,Macaca cyclopis,,F,106.93,51.25,54.15,47.02,42.33,34.29,
USNM 399112,Macaca cyclopis,,M,125.64,64.56,58.49,61.18,51.18,38.59,
USNM 397645,Macaca cyclopis,,F,111.89,58.42,55.25,49.20,45.88,36.04,
USNM 397646,Macaca cyclopis,,F,112.42,59.13,51.89,52.71,45.43,35.72,
USNM 397707,Macaca cyclopis,,F,112.09,57.29,57.26,52.88,44.22,35.55,
USNM 358615,Macaca cyclopis,,F,107.43,53.84,51.67,45.42,42.60,34.49,
USNM 308427,Macaca cyclopis,,M,112.81,59.25,54.29,52.21,45.64,35.45,
USNM 332891,Macaca cyclopis,,?,106.92,57.43,52.95,47.86,43.35,33.91,
USNM 308722,Macaca cyclopis,,?,125.77,56.59,51.86,65.14,51.96,36.32,
USNM 114408,Macaca fascicularis,fascicularis,M,107.14,53.06,48.49,53.79,42.40,32.77,
USNM 114411,Macaca fascicularis,fascicularis,M,106.26,53.52,51.56,49.32,43.88,34.94,
USNM 114410,Macaca fascicularis,fascicularis,M,107.54,50.75,49.37,53.37,45.88,31.69,
USNM 83274,Macaca fascicularis,fascicularis,F,103.51,50.55,50.83,50.60,42.17,34.72,
USNM 121513,Macaca fascicularis,fusca,F,102.19,48.18,47.26,44.42,36.40,32.75,
USNM 236619,Macaca fascicularis,atriceps,F,102.51,48.22,46.60,43.76,40.27,33.53,
USNM 114506,Macaca fascicularis,fascicularis,M,112.06,55.88,48.47,52.42,42.67,32.51,frontonasal suture partially obliterated
USNM 121836,Macaca fascicularis,fascicularis,M,100.34,50.61,47.41,48.81,39.37,32.38,
USNM 121803,Macaca fascicularis,fascicularis,M,105.67,48.99,49.71,49.61,41.81,32.91,
USNM 111898,Macaca fascicularis,aurea,F,113.55,55.58,49.41,56.22,45.03,36.47,
USNM 236618,Macaca fascicularis,atriceps,M,112.77,51.36,49.36,53.44,47.70,35.42,
USNM 196826,Macaca fascicularis,fascicularis,M,121.57,59.65,52.81,57.85,51.41,35.52,
USNM 198301,Macaca fascicularis,fascicularis,M,112.51,58.91,51.34,53.08,44.39,33.49,
USNM 357241,Macaca fascicularis,condorensis,M,121.20,53.39,51.30,66.13,54.60,36.28,
USNM 357349,Macaca fascicularis,condorensis,M,118.40,51.73,50.51,60.72,49.08,35.36,
USNM 115676,Macaca fascicularis,condorensis,M,110.39,54.82,48.66,49.38,46.88,32.35,
USNM 122848,Macaca fascicularis,fascicularis,F,94.72,45.01,45.25,48.17,36.29,29.56,
USNM 196816,Macaca fascicularis,fascicularis,F,96.36,44.59,45.63,41.70,36.23,31.61,
USNM 175896,Macaca fascicularis,fascicularis,F,95.21,50.13,47.09,41.76,34.98,29.65,
USNM 196817,Macaca fascicularis,fascicularis,F,96.57,46.18,46.01,40.93,37.54,32.35,
USNM 357240,Macaca fascicularis,condorensis,F,105.57,47.70,44.94,52.96,44.48,35.51,
USNM 151830,Macaca fascicularis,fascicularis,F,106.32,52.07,47.15,42.27,41.99,36.27,
USNM 537263,Macaca mulatta,,F,116.73,58.49,55.10,49.32,44.52,36.79,
USNM 537229,Macaca mulatta,,F,112.65,57.21,55.39,48.32,42.23,36.15,
USNM 537260,Macaca mulatta,,F,107.72,57.78,53.17,39.67,42.29,36.79,
USNM 537237,Macaca mulatta,,F,104.89,55.16,51.02,44.94,40.72,35.61,
USNM 537239,Macaca mulatta,,F,106.65,56.45,52.77,46.31,40.29,35.86,
USNM 104440,Macaca leonina,,M,125.47,63.32,53.58,61.79,50.34,39.82,frontonasal suture partially obliterated
USNM 252278,Macaca leonina,,F,108.46,55.52,51.63,47.29,40.13,35.52,
USNM 257687,Macaca leonina,,M,140.10,68.62,53.50,63.12,58.81,43.25,
USNM 219480,Macaca tonkeana,,F,131.06,59.19,59.10,67.94,51.59,39.16,
USNM 219477,Macaca tonkeana,,F,129.59,58.52,61.16,67.91,48.81,39.66,
USNM 219479,Macaca tonkeana,,M,146.50,68.89,67.97,81.70,62.67,43.26,
USNM 219478,Macaca tonkeana,,F,110.68,54.82,57.43,46.81,38.28,31.46,
USNM 219476,Macaca tonkeana,,F,134.15,60.49,61.16,65.90,50.88,38.03,
USNM 218044,Macaca tonkeana,,F,139.50,62.26,61.60,71.42,55.75,42.81,
USNM 476785,Macaca sylvanus,,M,132.88,65.92,62.31,65.14,54.19,37.05,damage from pellet near frontonasal suture
USNM 476784,Macaca sylvanus,,M,131.04,65.50,62.68,65.28,52.54,40.42,
USNM 476791,Macaca sylvanus,,M,132.40,64.20,61.38,60.03,55.32,38.07,
USNM 476787,Macaca sylvanus,,F,125.63,62.61,60.31,58.56,49.38,37.04,damage to orbits
USNM 476783,Macaca sylvanus,,F,113.82,59.11,54.16,47.38,43.60,35.82,
USNM 476780,Macaca sylvanus,,M,136.53,68.85,60.02,67.90,56.08,38.58,
USNM 476786,Macaca sylvanus,,F,114.66,56.65,52.92,48.42,44.94,35.69,
USNM 217007,Macaca nigra,,M,143.23,67.04,60.88,84.04,63.25,42.11,
USNM 216995,Macaca nigra,,F,123.78,58.37,57.02,66.92,50.04,38.27,
USNM 217567,Macaca nigra,,M,124.32,60.15,57.77,65.92,51.29,39.87,
USNM 217566,Macaca nigra,,F,110.84,53.21,52.72,60.16,43.54,35.79,
USNM 217563,Macaca nigra,,M,126.02,59.58,57.46,72.56,54.52,37.36,
USNM 217569,Macaca nigra,,F,111.56,55.78,55.26,59.00,44.80,33.88,
USNM 217561,Macaca nigra,,F,112.99,51.31,51.70,57.99,43.49,36.06,
USNM 217568,Macaca nigra,,F,112.76,52.76,54.76,60.15,44.63,35.92,
USNM 216994,Macaca nigra,,F,124.15,55.46,56.55,68.06,49.38,36.48,
USNM 216997,Macaca nigra,,F,116.43,54.91,54.68,66.06,48.48,35.96,
USNM 217002,Macaca nigra,,F,119.73,55.90,52.96,65.71,47.73,35.09,
USNM 217003,Macaca nigra,,M,133.06,66.48,57.89,76.75,52.01,39.50,
USNM 217571,Macaca nigra,,M,142.75,67.51,59.06,82.25,60.17,40.16,
USNM 258651,Macaca thibetana,,M,149.50,72.84,61.96,66.56,59.61,44.94,
USNM 254800,Macaca thibetana,,M,141.50,61.57,61.20,67.61,56.98,44.98,
USNM 199902,Macaca hecki,,F,127.11,57.89,56.19,71.68,49.99,37.68,
USNM 199907,Macaca hecki,,F,120.00,55.21,58.25,68.73,48.35,37.04,
USNM 199910,Macaca hecki,,F,118.03,53.52,57.01,61.21,45.38,38.25,
USNM 255836,Macaca hecki,,M,140.94,64.15,64.09,64.44,55.93,39.66,
USNM 199909,Macaca hecki,,F,129.01,56.52,60.20,72.40,53.78,38.79,
USNM 199898,Macaca hecki,,M,140.19,59.27,62.25,77.53,58.07,38.93,
USNM 199908,Macaca hecki,,F,123.82,56.40,59.23,64.75,45.40,39.57,
USNM 199897,Macaca hecki,,F,117.65,57.02,57.88,64.32,46.98,35.47,frontonasal suture partially obliterated
USNM 199903,Macaca hecki,,F,125.09,54.96,54.76,69.91,47.05,36.67,
USNM 142226,Macaca nemestrina,,M,152.25,76.28,63.32,79.53,65.28,43.04,
USNM 142227,Macaca nemestrina,,M,159.83,75.00,54.96,86.38,69.68,47.55,
USNM 142228,Macaca nemestrina,,M,153.77,72.76,56.99,82.05,68.77,46.23,
USNM 49874,Macaca nemestrina,,M,150.23,75.70,59.11,78.99,64.44,43.40,not in database; locality: East Sumatra: Aru Bay
USNM 143729,Macaca nemestrina,,F,127.32,61.79,56.59,55.60,50.62,40.89,
USNM 300919,Macaca nemestrina,,F,125.28,65.42,55.17,59.72,50.40,42.04,
USNM 270811,Macaca nemestrina,,M,160.35,78.70,59.60,80.63,70.72,49.29,
USNM 141144,Macaca nemestrina,,F,129.99,59.52,57.80,60.32,52.23,40.99,
USNM 270997,Macaca nemestrina,,F,138.40,58.49,55.72,69.37,59.28,40.39,
USNM 144094,Macaca nemestrina,,M,151.54,77.00,57.58,79.94,65.58,47.35,
USNM 114503,Macaca nemestrina,,F,125.70,59.22,57.67,55.18,46.08,43.37,
USNM 123143,Macaca nemestrina,,M,151.27,68.86,58.85,82.32,67.62,42.03,
USNM 267495,Macaca nemestrina,,M,145.07,68.42,52.31,69.35,61.53,44.15,
USNM 598555,Mandrillus sphinx,,M,218.50,89.70,69.50,128.94,104.03,51.90,
USNM 598554,Mandrillus sphinx,,M,196.00,77.98,75.50,116.90,92.57,49.60,
USNM 452509,Papio cynocephalus,,M,194.30,81.56,64.50,113.11,92.54,48.69,
USNM 396184,Papio cynocephalus,,?,149.41,67.18,65.17,84.23,63.02,44.76,
USNM 384239,Papio cynocephalus,,F,157.26,70.73,66.79,89.40,68.25,46.08,
USNM 267862,Papio cynocephalus,,F,147.91,68.09,68.47,75.99,62.03,47.71,
USNM 384210,Papio cynocephalus,,F,164.93,74.22,68.98,102.22,72.22,44.36,
USNM 313783,Papio cynocephalus,,?,160.32,78.26,65.51,77.19,68.41,45.31,"dental anomalies (e.g., retention of some deciduous dentition), but SOS is fused; appears to be adult "
USNM 396185,Papio cynocephalus,,?,199.50,81.14,76.00,131.37,94.68,51.39,
USNM 396188,Papio cynocephalus,,?,206.00,87.53,71.00,125.60,93.41,54.01,
USNM 452507,Papio cynocephalus,,M,196.09,76.82,76.50,117.78,92.53,50.20,
USNM 381435,Papio papio,,M,181.65,77.96,70.75,101.66,81.83,49.32,
USNM 410877,Papio papio,,M,185.35,81.53,68.44,108.16,86.94,51.23,
USNM 378671,Papio papio,,M,183.50,84.78,66.50,106.24,83.47,51.85,
USNM 381437,Papio papio,,M,184.50,86.48,77.00,108.57,85.50,50.66,
USNM 381434,Papio papio,,M,183.00,83.91,71.50,104.22,82.22,51.33,
USNM 381436,Papio papio,,M,180.00,81.01,70.48,97.33,79.01,49.01,
USNM 381433,Papio papio,,M,188.00,85.73,72.31,108.28,83.35,51.39,
USNM 410879,Papio papio,,M,182.74,80.98,69.25,105.94,84.36,52.06,
USNM 237574,Papio hamadryas,,M,202.26,88.75,75.50,102.87,92.64,52.23,
USNM 197162,Papio ursinus,,M,215.50,86.47,77.00,146.87,108.53,52.74,
USNM 367883,Papio ursinus,,M,218.50,88.25,86.00,134.80,100.38,54.79,
USNM 337249,Papio ursinus,,?,175.50,73.14,69.71,102.47,76.06,44.39,
USNM 367879,Papio ursinus,,F,161.75,72.95,68.20,89.48,66.52,47.04,
USNM 237318,Papio ursinus,,F,178.52,77.94,73.31,103.34,76.44,49.46,
USNM 337253,Papio ursinus,,?,157.10,67.67,68.30,82.27,65.36,49.05,
USNM 365737,Papio ursinus,,M,207.50,84.71,73.14,135.14,95.85,49.33,
USNM 197178,Papio ursinus,,F,170.80,75.00,67.33,97.86,72.88,46.30,
USNM 337248,Papio ursinus,,M,172.53,75.02,70.13,95.16,76.38,48.27,
USNM 469923,Papio ursinus,,M,231.00,91.27,84.50,136.07,103.85,57.52,
USNM 197168,Papio ursinus,,M,227.50,95.25,83.50,143.86,108.54,54.75,
USNM 197166,Papio ursinus,,M,218.00,89.97,80.50,141.73,103.43,54.39,
USNM 197172,Papio ursinus,,M,235.50,92.19,84.00,149.04,112.56,50.79,
USNM 197170,Papio ursinus,,M,221.00,90.59,86.00,138.49,100.79,54.64,
USNM 197164,Papio ursinus,,F,174.16,71.36,65.86,106.13,76.65,48.30,
USNM 337250,Papio ursinus,,M,171.09,75.38,76.36,94.71,75.72,46.79,
USNM 20860,Papio ursinus,,F,188.78,85.28,70.00,102.80,81.06,50.67,not in database; locality: unknown
USNM 586506,Papio ursinus,,M,220.50,86.58,86.00,140.71,104.35,53.26,
USNM 216605,Papio anubis,,M,211.50,94.72,72.50,128.35,94.90,95.64,
USNM 395433,Papio anubis,,M,198.50,85.52,75.00,122.35,93.41,49.49,
USNM 395436,Papio anubis,,M,213.50,91.68,74.50,125.25,99.59,50.60,
USNM 395440,Papio anubis,,M,212.00,89.72,76.50,126.96,106.48,54.23,
USNM 395438,Papio anubis,,F,165.34,79.91,63.37,91.70,71.85,48.89,
USNM 395434,Papio anubis,,M,199.50,83.67,76.00,130.79,96.28,50.92,
USNM 395437,Papio anubis,,M,195.00,85.02,75.00,123.90,89.65,54.53,
USNM 34679,Colobus angolensis,caudatus,?,120.28,54.29,49.13,47.61,51.02,35.89,listed in database as # 18925
USNM 340813,Colobus angolensis,ruwenzorii,?,114.42,62.06,53.32,42.84,46.39,36.60,"sex listed as unknown in database, but box and specimen are labelled male and canines are large--very likely male"
USNM 237322,Colobus angolensis,angolensis,F,113.73,59.45,54.50,42.58,40.89,36.42,
USNM 268946,Colobus angolensis,ruwenzorii,F,99.18,47.59,49.76,34.72,37.31,31.83,
USNM 268947,Colobus angolensis,ruwenzorii,F,107.75,54.33,50.52,37.54,41.12,32.20,
USNM 452615,Colobus angolensis,palliatus,M,113.03,53.97,48.40,40.71,45.82,33.89,
USNM 452616,Colobus angolensis,palliatus,M,125.26,63.72,51.29,45.33,48.65,36.96,
USNM 452618,Colobus angolensis,palliatus,M,107.34,58.96,49.76,36.33,42.20,35.53,
USNM 299679,Colobus angolensis,dodingae,?,107.38,54.26,49.13,43.99,49.14,34.23,
USNM 163271,Colobus guereza,kikuyuensis,M,118.25,58.80,53.82,45.42,47.64,38.18,
USNM 163124,Colobus guereza,kikuyuensis,M,110.37,53.56,49.87,43.03,43.36,35.57,
USNM 164584,Colobus guereza,kikuyuensis,M,115.70,59.53,51.03,43.57,49.07,34.60,
USNM 163123,Colobus guereza,kikuyuensis,M,109.36,54.84,50.87,40.09,45.31,34.77,
USNM 163125,Colobus guereza,kikuyuensis,F,107.48,53.47,50.30,42.44,43.04,34.94,
USNM 38166,Colobus guereza,caudatus,?,115.35,57.51,46.56,43.93,48.72,37.14,not in database; locality: Tanzania: Kahe
USNM 34678,Colobus guereza,caudatus,?,103.80,50.04,48.29,37.91,42.49,32.53,listed in database as # 18924
USNM 38167,Colobus guereza,caudatus,?,110.31,52.43,49.91,40.37,44.22,35.10,not in database; locality: Tanzania: Kahe
USNM 34676,Colobus guereza,caudatus,?,110.72,54.66,48.36,43.23,47.03,34.58,listed in database as # 18922
USNM 34677,Colobus guereza,caudatus,?,102.33,50.06,46.11,38.72,43.19,34.45,listed in database as # 18923
USNM 38165,Colobus guereza,caudatus,?,107.15,52.93,40.15,43.40,35.02,48.03,not in database; locality: Tanzania: Kahe
USNM 164749,Colobus guereza,kikuyuensis,F,109.33,55.91,50.88,41.49,44.70,34.50,
USNM 163278,Colobus guereza,kikuyuensis,M,111.76,52.96,51.69,41.16,46.48,35.53,
USNM 163126,Colobus guereza,kikuyuensis,M,110.34,52.37,49.84,42.33,45.96,34.55,
USNM 163267,Colobus guereza,kikuyuensis,F,102.11,47.54,48.96,37.88,41.58,34.10,
USNM 163269,Colobus guereza,kikuyuensis,F,104.29,52.93,51.62,38.94,43.35,35.24,
USNM 163276,Colobus guereza,kikuyuensis,F,108.78,51.72,49.33,40.91,44.69,36.11,
USNM 163122,Colobus guereza,kikuyuensis,F,107.83,55.39,49.05,39.94,43.47,35.08,
USNM 181829,Colobus guereza,kikuyuensis,M,113.44,61.12,52.97,41.57,47.88,34.86,
USNM 163272,Colobus guereza,kikuyuensis,F,104.03,50.24,47.51,39.16,42.93,34.04,
USNM 163274,Colobus guereza,kikuyuensis,M,120.76,57.61,53.91,44.19,52.38,38.02,
USNM 163279,Colobus guereza,kikuyuensis,M,112.25,56.61,51.97,43.71,45.01,36.83,
USNM 163282,Colobus guereza,kikuyuensis,F,104.98,55.06,50.18,39.47,43.04,34.91,
USNM 164525,Colobus guereza,kikuyuensis,M,113.34,56.87,58.75,41.57,47.38,35.43,
USNM 163281,Colobus guereza,kikuyuensis,M,115.64,59.52,50.62,44.73,47.98,37.33,
USNM 163273,Colobus guereza,kikuyuensis,M,113.96,61.96,53.88,45.43,47.48,37.40,
USNM 148579,Colobus guereza,kikuyuensis,M,119.20,58.84,55.08,39.83,52.04,37.84,
USNM 181828,Colobus guereza,kikuyuensis,M,120.27,62.38,54.34,42.26,47.98,38.03,
USNM 163272,Colobus guereza,kikuyuensis,F,104.12,49.82,47.81,39.71,43.07,34.11,
USNM 164749,Colobus guereza,kikuyuensis,F,109.75,55.97,51.12,41.80,44.29,34.35,
USNM 163122,Colobus guereza,kikuyuensis,F,107.75,55.45,48.78,39.91,43.26,35.17,
USNM 163269,Colobus guereza,kikuyuensis,F,104.35,53.12,51.09,38.77,43.26,35.07,
USNM 163267,Colobus guereza,kikuyuensis,F,101.53,46.11,49.40,37.85,41.34,34.36,
USNM 163276,Colobus guereza,kikuyuensis,F,108.81,51.33,49.33,40.65,43.88,36.23,
USNM 481784,Colobus polykomos,,M,114.87,60.50,51.35,39.97,44.12,37.10,frontonasal suture partially obliterated
USNM 481786,Colobus polykomos,,F,105.61,57.17,48.87,34.13,41.98,32.81,
USNM 481785,Colobus polykomos,,F,106.19,53.53,49.99,38.36,38.25,34.73,
USNM 481787,Colobus polykomos,,F,108.48,56.48,47.37,41.46,42.99,35.99,
USNM 481791,Colobus polykomos,,M,118.69,61.55,54.63,44.42,46.00,36.95,
USNM 481790,Colobus polykomos,,M,113.06,61.13,53.67,39.57,45.36,35.69,
USNM 521841,Nasalis larvatus,,M,119.08,59.46,51.24,51.41,41.33,36.38,
USNM 142224,Nasalis larvatus,,F,104.34,52.93,52.39,39.89,34.92,34.15,damage to left parietal and occipital
USNM 196788,Nasalis larvatus,,M,124.91,58.98,57.43,57.45,41.51,34.74,frontonasal suture partially obliterated
USNM 196786,Nasalis larvatus,,M,129.93,62.02,55.45,54.32,45.90,35.90,
USNM 196790,Nasalis larvatus,,M,127.89,63.19,56.72,60.60,42.37,36.68,
USNM 196791,Nasalis larvatus,,M,128.17,63.34,54.70,52.84,43.43,35.69,
USNM 196787,Nasalis larvatus,,M,125.09,64.33,60.67,52.06,42.15,36.31,
USNM 196789,Nasalis larvatus,,M,127.14,64.23,57.97,52.87,43.77,36.98,
USNM 198846,Nasalis larvatus,,M,133.61,63.18,63.49,58.51,48.44,35.50,
USNM 197644,Nasalis larvatus,,M,126.26,64.32,58.29,53.14,43.18,40.46,
USNM 198844,Nasalis larvatus,,M,128.25,62.04,55.96,56.05,44.35,35.66,
USNM 196792,Nasalis larvatus,,F,101.29,48.68,51.99,39.12,33.00,32.94,patent metopic suture
USNM 196794,Nasalis larvatus,,F,109.11,54.67,49.73,45.58,35.79,33.72,
USNM 196796,Nasalis larvatus,,F,112.92,55.31,51.41,44.47,39.76,34.50,
USNM 196795,Nasalis larvatus,,F,106.63,57.54,49.97,40.58,34.33,31.97,
USNM 196793,Nasalis larvatus,,F,107.44,52.99,52.00,41.71,36.20,33.14,
USNM 198276,Nasalis larvatus,,M,128.08,64.40,57.01,53.13,45.80,35.78,frontonasal suture partially obliterated
USNM 199166,Nasalis larvatus,,M,116.22,58.48,50.45,49.87,38.24,34.00,
USNM 199167,Nasalis larvatus,,F,111.28,54.41,54.03,43.26,37.03,34.19,
USNM 196797,Nasalis larvatus,,M,121.27,61.89,52.44,52.23,42.20,35.88,
USNM 198845,Nasalis larvatus,,F,106.69,53.88,52.15,42.08,34.94,32.67,
USNM 198847,Nasalis larvatus,,F,104.74,55.13,53.65,42.03,34.02,33.57,
USNM 378645,Piliocolobus badius,temminckii,F,96.90,54.56,48.15,37.35,32.51,30.64,
USNM 378634,Piliocolobus badius,temminckii,F,99.81,58.82,50.07,38.05,37.83,29.52,
USNM 378643,Piliocolobus badius,temminckii,M,100.65,56.22,52.37,40.23,37.51,29.79,
USNM 378653,Piliocolobus badius,temminckii,F,89.90,51.18,49.27,32.93,34.36,30.18,
USNM 378660,Piliocolobus badius,temminckii,F,100.69,54.11,49.73,36.42,35.84,29.88,
USNM 378647,Piliocolobus badius,temminckii,F,91.56,52.03,46.51,32.96,32.12,28.35,
USNM 378632,Piliocolobus badius,temminckii,F,96.08,53.77,51.19,35.77,34.34,53.90,
USNM 378637,Piliocolobus badius,temminckii,F,102.71,55.98,49.52,40.43,36.80,32.84,
USNM 378633,Piliocolobus badius,temminckii,M,102.98,61.10,54.20,40.12,38.80,30.87,
USNM 477325,Piliocolobus badius,temminckii,M,112.46,59.43,52.39,43.46,43.05,33.42,
USNM 378672,Piliocolobus badius,temminckii,F,98.87,54.67,51.43,37.03,35.01,29.40,
USNM 381456,Piliocolobus badius,temminckii,F,96.73,56.25,49.10,39.59,33.81,30.01,
USNM 477326,Piliocolobus badius,badius,F,94.48,55.57,50.50,37.13,36.30,26.99,
USNM 378652,Piliocolobus badius,temminckii,F,92.65,51.23,49.45,32.84,33.55,28.82,
USNM 481797,Piliocolobus badius,badius,M,103.74,55.67,51.54,42.47,39.20,31.75,
USNM 142209,Presbytis chrysomelas,chrysomelas,F,85.94,48.46,48.02,26.04,24.35,30.37,
USNM 83954,Presbytis chrysomelas,cruciger,F,88.85,47.72,49.24,25.18,26.27,28.25,
USNM 83415,Presbytis chrysomelas,chrysomelas,M,93.19,45.15,49.70,25.01,28.32,29.91,
USNM 105910,Presbytis chrysomelas,cruciger,F,89.74,47.83,47.24,27.96,26.82,29.78,
USNM 142203,Presbytis chrysomelas,chrysomelas,M,93.54,51.47,49.92,28.76,26.76,29.36,
USNM 142205,Presbytis chrysomelas,chrysomelas,M,92.25,48.80,48.63,28.78,27.55,30.69,craniotomy performed and calotte glued back in place
USNM 142204,Presbytis chrysomelas,chrysomelas,M,94.68,48.58,51.59,28.12,28.06,31.24,
USNM 115504,Presbytis femoralis,femoralis,M,93.23,51.29,49.61,31.98,31.89,30.48,frontonasal suture partially obliterated
USNM 144083,Presbytis femoralis,percura,M,95.71,53.25,51.81,33.06,29.48,29.92,frontonasal suture partially obliterated
USNM 112612,Presbytis femoralis,femoralis,M,93.28,54.44,52.87,27.50,28.50,31.29,
USNM 124290,Presbytis femoralis,robinsoni,M,94.33,55.38,52.85,32.66,29.91,29.43,craniotomy performed and calotte glued back in place
USNM 144086,Presbytis femoralis,percura,F,95.34,52.51,50.02,29.59,30.05,30.74,
USNM 124217,Presbytis femoralis,robinsoni,M,92.48,50.23,50.20,32.78,28.91,29.72,craniotomy performed and calotte glued back in place
USNM 144087,Presbytis femoralis,percura,F,93.02,49.74,48.75,31.87,29.16,30.03,craniotomy performed and calotte glued back in place
USNM 144085,Presbytis femoralis,percura,F,89.99,48.74,51.45,28.12,29.98,29.17,
USNM 258869,Presbytis femoralis,robinsoni,F,95.67,51.90,48.74,31.52,31.59,30.93,in cabinet with mostly P. melalophos specimens
USNM 256826,Presbytis femoralis,robinsoni,F,89.47,49.54,48.37,29.72,27.71,29.25,in cabinet with mostly P. melalophos specimens
USNM 256827,Presbytis femoralis,robinsoni,F,88.84,47.96,49.79,30.25,27.63,28.16,in cabinet with mostly P. melalophos specimens
USNM 196807,Presbytis frontata,,M,95.96,50.25,52.02,29.44,31.55,30.07,
USNM 196805,Presbytis frontata,,F,94.76,52.52,52.15,29.10,30.14,30.12,
USNM 198831,Presbytis frontata,,M,93.84,50.58,50.87,30.84,32.86,30.57,
USNM 198833,Presbytis frontata,,F,94.08,51.34,52.08,29.25,30.24,32.83,damage to left external audtory meatus
USNM 196806,Presbytis frontata,,F,93.19,49.16,48.82,27.84,30.48,30.68,
USNM 151824,Presbytis frontata,,F,95.26,51.43,50.82,33.18,31.68,30.04,
USNM 154361,Presbytis frontata,,F,92.22,46.02,48.77,29.14,30.66,28.73,
USNM 198836,Presbytis frontata,,M,98.47,47.36,53.89,32.37,32.10,31.45,intact styloid process on one side--may be difficult to radiograph without damaging
USNM 198287,Presbytis hosei,canicrus,F,85.50,53.43,41.10,31.84,28.16,28.83,
USNM 198289,Presbytis hosei,canicrus,M,92.33,54.29,49.21,32.26,29.79,29.74,
USNM 198284,Presbytis hosei,canicrus,F,83.35,49.32,45.10,26.06,27.70,29.32,
USNM 197651,Presbytis hosei,canicrus,F,90.31,52.98,48.26,31.64,30.35,31.14,
USNM 198281,Presbytis hosei,canicrus,M,88.46,49.46,49.96,26.29,29.20,28.63,
USNM 197654,Presbytis hosei,canicrus,F,84.43,50.31,47.74,26.57,28.36,30.69,
USNM 34910,Presbytis hosei,,M,91.17,47.64,51.06,29.42,27.31,27.87,not in database; locality: Borneo: Kinabatangan R.
USNM 83413,Presbytis hosei,hosei,F,87.50,47.54,49.95,26.42,26.21,29.19,
USNM 292559,Presbytis hosei,hosei,M,94.29,51.70,50.73,29.81,28.89,29.92,
USNM 83950,Presbytis hosei,hosei,M,86.06,47.49,52.11,25.88,26.95,29.72,
USNM 121809,Presbytis melalophos,sumatrana,F,82.81,43.37,45.65,25.02,24.95,27.34,
USNM 121808,Presbytis melalophos,sumatrana,F,90.06,45.67,46.01,28.56,27.08,29.15,
USNM 121804,Presbytis melalophos,sumatrana,F,91.28,42.90,44.17,27.61,27.35,29.93,
USNM 144081,Presbytis melalophos,melalophos,M,95.65,53.64,51.14,28.38,29.24,30.50,
USNM 144082,Presbytis melalophos,melalophos,M,97.21,56.09,49.19,29.50,28.72,30.74,craniotomy performed and calotte glued back in place
USNM 143547,Presbytis melalophos,melalophos,F,95.92,54.02,49.55,30.31,31.20,29.97,
USNM 143548,Presbytis melalophos,melalophos,F,90.60,52.70,50.41,29.42,29.25,30.06,frontonasal suture partially obliterated
USNM 114509,Presbytis melalophos,sumatrana,F,88.68,47.15,48.00,27.41,26.85,30.05,
USNM 114507,Presbytis melalophos,sumatrana,M,96.00,48.85,48.40,27.41,27.87,29.20,frontonasal suture partially obliterated
USNM 114508,Presbytis melalophos,sumatrana,F,90.88,50.26,50.63,28.56,27.56,31.74,
USNM 121807,Presbytis melalophos,sumatrana,F,91.49,46.06,45.14,29.40,27.58,30.00,
USNM 121806,Presbytis melalophos,sumatrana,M,92.18,46.66,47.78,28.45,28.48,31.16,
USNM 121805,Presbytis melalophos,sumatrana,F,92.14,45.79,45.47,26.97,29.56,31.74,
USNM 121899,Presbytis melalophos,sumatrana,M,95.63,47.55,50.39,28.15,28.72,27.46,
USNM 121811,Presbytis melalophos,sumatrana,F,91.76,46.46,47.58,29.70,30.44,29.99,
USNM 252312,Presbytis potenziani,potenziani,F,87.99,47.09,43.55,28.57,30.33,31.47,
USNM 121669,Presbytis potenziani,potenziani,M,93.14,47.19,46.96,29.27,45.58,29.39,
USNM 121667,Presbytis potenziani,potenziani,M,97.64,49.54,47.51,35.18,36.36,33.44,
USNM 121671,Presbytis potenziani,potenziani,F,89.76,46.33,48.70,29.41,31.71,32.88,
USNM 121673,Presbytis potenziani,potenziani,M,92.32,52.20,44.31,28.60,32.86,32.31,
USNM 252313,Presbytis potenziani,potenziani,M,99.43,50.70,48.89,30.83,33.38,33.12,
USNM 125105,Presbytis rubicunda,carimatae,F,90.86,50.25,49.18,29.77,26.06,30.85,
USNM 153795,Presbytis rubicunda,carimatae,F,91.78,51.33,51.19,30.72,27.59,31.13,
USNM 125158,Presbytis rubicunda,carimatae,F,92.22,50.41,48.47,30.18,28.75,29.88,damage to alveloar bone near left maxillary M2 (may affect palate width)
